STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/16/1993,0.33,0,0,93,62,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/17/1993,0.49,0,0,71,62,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/18/1993,0.37,0,0,67,65,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/19/1993,0.12,0,0,73,53,56,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/20/1993,0,0,0,75,47,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/21/1993,0.33,0,0,67,50,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/22/1993,0.09,0,0,74,59,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/23/1993,0,0,0,74,56,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/24/1993,0,0,0,78,59,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/25/1993,0,0,0,65,53,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/26/1993,0.49,0,0,67,60,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/27/1993,0,0,0,85,61,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/28/1993,1.25,0,0,80,46,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/29/1993,0,0,0,69,46,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",9/30/1993,0.06,0,0,67,45,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/1/1993,0,0,0,60,36,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/2/1993,0.03,0,0,67,37,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/3/1993,0.01,0,0,76,51,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/4/1993,0,0,0,67,45,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/5/1993,0,0,0,72,49,55,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/6/1993,0,0,0,66,38,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/7/1993,0,0,0,71,39,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/8/1993,0,0,0,75,47,54,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/9/1993,0,0,0,77,53,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/10/1993,0.12,0,0,82,50,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/11/1993,0,0,0,54,38,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/12/1993,1.07,0,0,60,36,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/13/1993,0,0,0,61,36,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/14/1993,0,0,0,66,40,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/15/1993,0.03,0,0,65,48,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/16/1993,0,0,0,68,47,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/17/1993,0,0,0,70,58,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/18/1993,0,0,0,72,55,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/19/1993,0,0,0,72,53,56,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/20/1993,0.08,0,0,66,55,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/21/1993,0.13,0,0,70,59,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/22/1993,0.4,0,0,81,49,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/23/1993,0,0,0,63,38,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/24/1993,0,0,0,63,35,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/25/1993,0,0,0,68,36,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/26/1993,0,0,0,76,38,54,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/27/1993,0.05,0,0,63,52,54,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/28/1993,0.18,0,0,65,45,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/29/1993,0,0,0,57,36,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/30/1993,0,0,0,58,52,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",10/31/1993,0.85,0,0,51,47,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/1/1993,0.07,0,0,46,40,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/2/1993,0,0,0,49,31,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/3/1993,0,0,0,54,35,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/4/1993,0,0,0,49,29,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/5/1993,0.03,0,0,62,33,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/6/1993,0.15,0,0,63,50,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/7/1993,0.04,0,0,52,30,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/8/1993,0,0,0,49,26,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/9/1993,0,0,0,53,27,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/10/1993,0,0,0,56,27,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/11/1993,0,0,0,59,28,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/12/1993,0,0,0,61,29,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/13/1993,0,0,0,67,42,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/14/1993,0.16,0,0,65,57,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/15/1993,0,0,0,78,59,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/16/1993,0,0,0,83,44,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/17/1993,0,0,0,64,45,55,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/18/1993,0.62,0,0,65,49,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/19/1993,0.05,0,0,54,38,45,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/20/1993,0,0,0,52,49,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/21/1993,0,0,0,52,31,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/22/1993,0,0,0,52,28,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/23/1993,0,0,0,63,29,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/24/1993,0,0,0,65,32,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/25/1993,0,0,0,60,31,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/26/1993,0,0,0,61,26,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/27/1993,,0,0,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/28/1993,,0,0,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/29/1993,,0,0,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",11/30/1993,0,0,0,49,27,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/1/1993,0,0,0,47,25,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/2/1993,0,0,0,48,26,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/3/1993,0,0,0,55,37,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/4/1993,0,0,0,57,45,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/5/1993,2.5,0,0,58,53,56,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/6/1993,0.05,0,0,55,31,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/7/1993,0,0,0,52,31,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/8/1993,0,0,0,51,31,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/9/1993,0,0,0,52,28,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/10/1993,0,0,0,53,28,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/11/1993,0.03,0,0,55,42,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/12/1993,0,0,0,43,26,25,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/13/1993,0,0,0,38,24,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/14/1993,0,0,0,54,29,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/15/1993,0,0,0,54,33,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/16/1993,0.8,0,0,47,42,45,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/17/1993,0,0,0,51,26,27,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/18/1993,0,0,0,46,34,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/19/1993,0.12,0,0,45,40,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/20/1993,0,0,0,51,28,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/21/1993,0.63,0,0,49,37,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/22/1993,0,0,0,49,31,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/23/1993,0,0,0,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/24/1993,0,0,0,,,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/25/1993,0,0,0,35,26,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/26/1993,0,0,0,35,18,22,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/27/1993,0,0,0,32,19,20,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/28/1993,0,0,0,27,20,22,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/29/1993,0.19,2.8,3,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/30/1993,0,0,3,27,18,22,
USC00186350,"NATIONAL ARBORETUM DC, MD US",12/31/1993,0,0,,28,9,10,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/1/1994,0,0,0,35,17,23,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/2/1994,0.01,0,0,42,40,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/3/1994,0,0,0,49,32,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/4/1994,0.39,0,0,38,32,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/5/1994,0.07,0,0,35,19,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/6/1994,0,0,0,38,26,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/7/1994,0.05,0,0,40,27,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/8/1994,1.06,0,0,36,33,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/9/1994,0,0,0,35,17,20,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/10/1994,0,0,0,30,16,19,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/11/1994,0,0,0,34,18,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/12/1994,0.34,0,0,43,24,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/13/1994,0.07,0,0,36,28,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/14/1994,0.03,0,0,44,28,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/15/1994,0,0,0,41,10,11,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/16/1994,0,0,0,12,3,5,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/17/1994,0,0,0,20,5,19,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/18/1994,0.88,0.8,0,35,18,19,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/19/1994,0,0,,20,-5,-4,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/20/1994,0.06,1.7,2,18,-5,18,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/21/1994,0,0,2,19,0,8,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/22/1994,0,0,,27,12,13,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/23/1994,0,0,0,41,20,25,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/24/1994,0,0,0,43,26,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/25/1994,0,0,0,61,29,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/26/1994,0.23,0,0,46,35,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/27/1994,0.01,0,0,35,21,22,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/28/1994,0.17,0.1,0,29,20,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/29/1994,0,0,0,42,30,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/30/1994,0,0,0,45,28,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",1/31/1994,0.02,0.3,0,46,26,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/1/1994,0,0,0,39,23,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/2/1994,0,0,0,34,18,22,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/3/1994,0,0,0,35,21,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/4/1994,0,0,0,46,23,27,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/5/1994,0,0,0,42,29,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/6/1994,0,0,0,45,26,27,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/7/1994,0,0,0,50,24,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/8/1994,0,0,0,56,29,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/9/1994,0.58,0.5,1,32,25,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/10/1994,0.2,0.1,1,33,16,17,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/14/1994,,,5,42,,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/15/1994,0,0,,45,23,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/16/1994,0,0,,51,25,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/17/1994,0,0,,49,23,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/18/1994,0,0,,52,25,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/19/1994,0,0,,28,62,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/20/1994,0,0,,65,36,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/21/1994,0,0,,67,50,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/22/1994,0.15,0,,58,35,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/23/1994,0.31,0,,53,33,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/24/1994,1.3,0,,40,32,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/25/1994,0.11,0,,51,31,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/26/1994,0,0,,49,29,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/27/1994,0,0,,36,17,18,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/28/1994,0,0,,45,15,21,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/1/1994,0,0,0,39,19,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/2/1994,0.55,3,3,34,29,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/3/1994,1.5,0,1,37,28,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/4/1994,0,0,0,43,31,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/5/1994,0,0,0,60,36,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/6/1994,0,0,0,52,29,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/7/1994,0,0,0,54,,45,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/8/1994,0.12,0,0,75,38,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/9/1994,0.1,0,0,52,33,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/10/1994,0.99,0,0,36,31,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/11/1994,0.26,0,0,47,29,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/12/1994,0,0,0,46,25,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/13/1994,0,0,0,50,30,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/14/1994,0,0,0,62,38,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/15/1994,0,0,0,58,37,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/16/1994,0.05,0,0,64,31,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/17/1994,0,0,0,43,23,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/18/1994,,0.4,0,43,21,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/19/1994,,0.2,0,47,26,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/20/1994,0,0,0,51,22,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/21/1994,0,0,0,61,34,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/22/1994,0.57,0,0,49,39,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/23/1994,0,0,0,61,33,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/24/1994,0,0,0,83,48,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/25/1994,0.37,0,0,,51,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/26/1994,0,0,0,57,32,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/27/1994,0.5,0,0,50,35,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/28/1994,2.43,0,0,50,40,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/29/1994,0.85,0,0,55,43,44,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/30/1994,0.15,0,0,52,37,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/31/1994,0.01,0,0,56,35,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/1/1994,0.19,0,0,59,41,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/2/1994,0.01,0,0,62,36,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/3/1994,0,0,0,72,48,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/4/1994,0.06,0,0,76,41,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/5/1994,0,0,0,61,37,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/6/1994,0,0,0,75,42,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/7/1994,0.69,0,0,70,50,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/8/1994,0,0,0,55,35,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/9/1994,0,0,0,58,34,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/10/1994,0,0,0,69,36,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/11/1994,0.3,0,0,71,45,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/12/1994,0.02,0,0,63,47,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/13/1994,0.02,0,0,64,50,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/14/1994,0.35,0,0,76,47,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/15/1994,0,0,0,80,49,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/16/1994,0.05,0,0,86,54,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/17/1994,0.14,0,0,71,49,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/18/1994,0,0,0,71,41,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/19/1994,0,0,0,75,45,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/20/1994,0,0,0,84,60,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/21/1994,0,0,0,73,46,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/22/1994,0,0,0,69,49,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/23/1994,0,0,0,64,36,44,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/24/1994,0,0,0,66,43,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/25/1994,0,0,0,82,51,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/26/1994,0,0,0,88,56,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/27/1994,0,0,0,89,57,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/28/1994,0.29,0,0,91,62,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/29/1994,0,0,0,81,55,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/30/1994,0,0,0,69,58,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/1/1994,0,0,0,81,60,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/2/1994,0.02,0,0,78,44,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/3/1994,0,0,0,66,41,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/4/1994,0.01,0,0,66,49,56,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/5/1994,0.61,0,0,54,49,54,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/6/1994,0,0,0,71,52,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/7/1994,,0,0,69,41,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/8/1994,,0,0,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/9/1994,,0,0,,,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/10/1994,0,0,0,75,46,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/11/1994,0,0,0,71,42,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/12/1994,0,0,0,76,51,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/13/1994,0.12,0,0,74,46,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/14/1994,0,0,0,71,39,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/15/1994,0,0,0,74,49,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/16/1994,0.38,0,0,86,56,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/17/1994,0,0,0,80,50,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/18/1994,0,0,0,63,47,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/19/1994,0,0,0,63,47,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/20/1994,0.06,0,0,62,49,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/21/1994,0.02,0,0,56,41,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/22/1994,0,0,0,78,48,55,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/23/1994,0,0,0,86,42,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/24/1994,0,0,0,91,59,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/25/1994,0.14,0,0,89,60,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/26/1994,0.17,0,0,88,57,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/27/1994,0,0,0,83,51,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/28/1994,0,0,0,67,41,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/29/1994,0,0,0,73,48,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/30/1994,0,0,0,81,56,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/31/1994,0,0,0,85,57,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/1/1994,0,0,0,86,66,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/2/1994,0,0,0,89,58,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/3/1994,0,0,0,75,49,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/4/1994,0,0,0,80,52,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/5/1994,0,0,0,86,62,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/6/1994,0,0,0,81,65,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/7/1994,0,0,0,88,69,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/8/1994,0.21,0,0,96,69,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/9/1994,0.03,0,0,85,55,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/10/1994,0,0,0,81,52,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/11/1994,0,0,0,85,61,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/12/1994,0.04,0,0,74,62,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/13/1994,0,0,0,88,67,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/14/1994,0,0,0,92,71,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/15/1994,0,0,0,98,74,83,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/16/1994,0.05,0,0,100,71,80,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/17/1994,0.1,0,0,91,70,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/18/1994,0,0,0,90,67,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/19/1994,0,0,0,94,70,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/20/1994,0,0,0,99,74,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/21/1994,0,0,0,92,69,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/22/1994,0.02,0,0,95,72,77,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/23/1994,0,0,0,92,68,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/24/1994,0.64,0,0,90,71,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/25/1994,1.03,0,0,93,72,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/26/1994,0,0,0,89,63,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/27/1994,0.08,0,0,91,69,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/28/1994,0.55,0,0,84,67,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/29/1994,0,0,0,87,69,78,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/30/1994,0.17,0,0,91,67,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/1/1994,0.05,0,0,87,67,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/2/1994,0,0,0,87,67,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/3/1994,0.92,0,0,92,59,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/4/1994,0.11,0,0,88,68,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/5/1994,0,0,0,88,70,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/6/1994,0,0,0,90,73,79,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/7/1994,0,0,0,95,70,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/8/1994,0,0,0,94,75,83,
